X,Y
337.10660215676234,-365.97881387995744
334.83026381211243,-367.7351567971252
332.5535849226676,-369.4910582495185
330.2763960004077,-371.2462981903481
327.9985283875763,-373.0006572541688
325.71981452846035,-374.7539169814232
323.4400882370148,-376.5058600408732
321.1591849593416,-378.25627044940626
318.87694203011097,-380.0049337886749
316.593198921955,-381.75163741811514
315.2940369194837,-382.7437793975755
