X,Y
52.40196032704511,-77.98375994504659
52.40196032704511,-77.98375994504659
52.230589472,-78.092979664
51.641406848,-78.47372104600001
51.059249216,-78.864999952
50.488341500000004,-79.27315375
49.932908624,-79.704519808
49.397175512000004,-80.16543549400001
48.885367088,-80.662238176
48.40170827600001,-81.201265222
47.950424000000005,-81.788854
