X,Y
117.29211,-79.364314
115.05827264746227,-79.55271080932783
113.01325266117969,-79.65279669684499
111.12556814814813,-79.68223385185185
109.3637372153635,-79.65868446364883
107.69627796982167,-79.59981072153634
106.09170851851852,-79.5232748148148
104.51854696844993,-79.44673893278463
102.9453114266118,-79.38786526474621
101.34052,-79.36431599999999
101.34052,-79.36431599999999
100.7524574620586,-79.53744380390683
100.40132619233658,-79.95360003456047
100.22914516153268,-80.56055128399699
100.1779333403456,-81.30606414425243
100.18970969947408,-82.13790520736288
100.20649320961682,-83.00384106536437
100.17030284147258,-83.851638310293
100.02315756574004,-84.62906353418481
99.70707635311796,-85.28388332907588
99.16407817430503,-85.76386428700224
98.336182,-86.01677299999999
98.336182,-86.01677299999999
97.50455344853494,-85.96908898647632
96.9412994064613,-85.62349988354619
96.59289492862509,-85.04086782494365
96.40581506987226,-84.28205494440269
96.32653488504883,-83.40792337565739
96.30152942900074,-82.47933525244176
96.27727375657399,-81.55715270848984
96.20024292261456,-80.70223787753568
96.01691198196843,-79.97545289331329
95.67375598948159,-79.43765988955671
95.11725,-79.14972099999999
95.11725,-79.14972099999999
94.9957266100415,-79.15091695581285
94.8590776137914,-79.1524347353497
94.70850464125297,-79.1542487719754
94.54520932242953,-79.15633349905481
94.37039328732432,-79.15866334995272
94.18525816594065,-79.16121275803401
93.99100558828182,-79.1639561566635
93.78883718435111,-79.16686797920603
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
93.67776282928254,-79.16848727343665
